"replication","n","kappa","tau","estimator","alpha","W","critical_value","accepted","status"
1,500,0.1,0.1,"Full-GMM",0.35,4.36944145959984,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.375,5.14725612507446,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.4,2.29175631673068,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.425,2.26555094459322,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.45,0.544183115263246,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.475,6.63397763793261,5.99146454710798,FALSE,"OK"
1,500,0.1,0.1,"Full-GMM",0.5,5.10935672084334,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.525,1.61435289847907,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.55,0.80683799669205,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.575,2.63174975390873,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.6,1.0610425067333,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.625,3.0232973266246,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.65,2.12748564593026,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.675,2.22388592025653,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.7,5.4867286044331,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.725,2.28834389192888,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.75,3.78405803637367,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.775,4.16562458525433,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.8,2.05766805444621,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.825,4.56863828928488,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.85,2.13019854092047,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.875,2.29674678249174,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.9,0.59088794938806,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.925,4.03142407819967,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.95,0.399876874088658,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.975,1.49291384185574,5.99146454710798,TRUE,"OK"
