"replication","n","kappa","first_stage_F","partial_R2","beta_Z1","beta_Z2","R2_restricted","R2_unrestricted","RSS_restricted","RSS_unrestricted","nested_F","partial_R2_from_model_R2","cov_z1_d_latent","cov_z2_d_latent","status"
26,500,0.5,9.83609324359128,0.0388262608681406,0.0317838615558147,0.0386538897062157,0.0297321544548482,0.0674040269379531,66.5712875397349,63.9865733633892,9.83609324359128,0.0388262608681407,0.44342343844529,0.495013000550283,"OK"
26,500,0.25,0.924196169422446,0.0037811157156546,0.00444309396232268,0.0154928064411801,0.0280832557404429,0.0317581854164706,67.1630163595284,66.9090652228606,0.924196169422446,0.00378111571565461,0.173759548995482,0.241064876872145,"OK"
26,500,0.1,0.465814023119877,0.00190934137631157,-0.010797967100697,0.000727601780109271,0.0252465836142808,0.0271077206438871,67.7434296608383,67.6140843276136,0.465814023119877,0.00190934137631159,0.014674846568121,0.0881878240858488,"OK"
27,500,1,97.0540573885552,0.284988697925925,0.0869909987525686,0.11399023109938,0.0259994196093182,0.303578576793954,62.9497850943788,45.009807805615,97.0540573885552,0.284988697925925,0.800154293925839,0.976379996469722,"OK"
27,500,0.5,14.1014667065184,0.0547414068980594,0.041036965054133,0.0485775804935264,0.0274784085838685,0.0807156087367272,64.1133785876708,60.6037220427937,14.1014667065184,0.0547414068980594,0.419909138234205,0.427408571984282,"OK"
27,500,0.25,2.06503035887848,0.00840930142154429,0.0165119960834284,0.0191858001666557,0.0205258771288813,0.0287625702627072,66.0659769721269,65.5104082580595,2.06503035887848,0.00840930142154426,0.198252559929707,0.178855668612491,"OK"
27,500,0.1,0.029991257282682,0.000123152212702201,0.00247913711864109,0.00188194554896914,0.0172996927693647,0.0174207144866233,66.8816743349287,66.8734377087451,0.029991257282682,0.0001231522127022,0.061961130019156,0.0324356977976144,"OK"
28,500,1,114.033047075949,0.318944075263974,0.103339795053744,0.0959523500925604,0.0068464853034238,0.323606914643488,70.3484746650277,47.9112454667594,114.033047075949,0.318944075263973,1.080019868744,1.08780816523068,"OK"
28,500,0.5,9.09153227191022,0.0359930207878994,0.0393578817360867,0.0250677358903879,0.0103860254389962,0.0460052217973662,68.4417038252418,65.9782801567006,9.09153227191022,0.0359930207878994,0.496976147604307,0.426928050071132,"OK"
28,500,0.25,0.480273984817821,0.00196849514501204,0.0109846082340066,0.00152449474391455,0.0123049473930323,0.0142492203088415,69.0685330968427,68.9325720247685,0.480273984817821,0.00196849514501193,0.218710502887872,0.145765971864335,"OK"
28,500,0.1,0.658570588169086,0.00269730686325126,-0.00542912255067288,-0.0118957592768214,0.0135534269388792,0.0162141760506277,69.4220594533299,69.2348068559054,0.658570588169086,0.00269730686325133,0.0531373069893471,-0.0177783197309576,"OK"
29,500,1,91.8275731837501,0.273844385392761,0.0989729055929564,0.103011024218387,0.0181786024759568,0.28704487964639,63.2660893564815,45.9410260004523,91.8275731837501,0.273844385392761,0.903892632164477,1.04384435130065,"OK"
29,500,0.5,27.8433129276573,0.102612858327858,0.0671555175382123,0.062192390722044,0.0168841048819094,0.117764436947527,68.9287947910016,61.8558141364025,27.8433129276573,0.102612858327858,0.505873625162069,0.559153955335168,"OK"
29,500,0.25,10.7338702107317,0.0422204571005214,0.0450726490584981,0.0375484162023048,0.0126847163858375,0.0543696189623584,68.5734889461037,65.6782848978217,10.7338702107317,0.0422204571005214,0.293294009308641,0.303029823703992,"OK"
29,500,0.1,4.2233300506425,0.0170485761263548,0.0300578893851557,0.0219013310680407,0.0106671605589383,0.0275338767864521,68.093123056097,66.9322322639939,4.2233300506425,0.0170485761263549,0.164327224982109,0.147914493649976,"OK"
30,500,1,107.309210302777,0.305890515845239,0.0974431350782217,0.104083744622458,0.0269300893220024,0.324582946252776,68.7931518232035,47.749979125384,107.309210302777,0.305890515845239,0.95072730715532,1.18910395054946,"OK"
30,500,0.5,14.5622526206813,0.0564292238512152,0.0410091362783664,0.0450963988979078,0.0176656221745952,0.0730979886776492,68.3932630512802,64.5338843006445,14.5622526206813,0.0564292238512152,0.406320628321105,0.481034650293992,"OK"
